"","word","newspaper","article","year","searchTerm","sentiment","arousal","nWords","nWordsSentiment","percWordsSentiment"
"10","kæreste","B","1",2011,"fly",2,2,721,43,5.96393897364771
"11","hurtigt","B","1",2011,"fly",2,2,721,43,5.96393897364771
"18","krav","B","1",2011,"fly",-1,1,721,43,5.96393897364771
"43","truet","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"44","slået","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"46","forfulgt","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"78","lovet","B","1",2011,"fly",1,1,721,43,5.96393897364771
"145","fik","B","1",2011,"fly",2,2,721,43,5.96393897364771
"158","gift","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"175","modstandere","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"242","helst","B","1",2011,"fly",1,1,721,43,5.96393897364771
"313","krav","B","1",2011,"fly",-1,1,721,43,5.96393897364771
"318","galt","B","1",2011,"fly",-3,3,721,43,5.96393897364771
"338","problemer","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"343","tro","B","1",2011,"fly",1,1,721,43,5.96393897364771
"350","gift","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"372","fik","B","1",2011,"fly",2,2,721,43,5.96393897364771
"381","nægtede","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"396","frygt","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"400","lykkedes","B","1",2011,"fly",3,3,721,43,5.96393897364771
"408","frygt","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"413","gift","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"420","paranoid","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"448","fik","B","1",2011,"fly",2,2,721,43,5.96393897364771
"450","dom","B","1",2011,"fly",-1,1,721,43,5.96393897364771
"454","dødstrusler","B","1",2011,"fly",-3,3,721,43,5.96393897364771
"461","fik","B","1",2011,"fly",2,2,721,43,5.96393897364771
"486","frygt","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"531","bange","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"543","værste","B","1",2011,"fly",-3,3,721,43,5.96393897364771
"545","håber","B","1",2011,"fly",2,2,721,43,5.96393897364771
"547","bedste","B","1",2011,"fly",3,3,721,43,5.96393897364771
"554","sikkerhed","B","1",2011,"fly",1,1,721,43,5.96393897364771
"555","ønsker","B","1",2011,"fly",2,2,721,43,5.96393897364771
"589","når","B","1",2011,"fly",0,0,721,43,5.96393897364771
"596","panik","B","1",2011,"fly",-3,3,721,43,5.96393897364771
"598","fryser","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"639","vold","B","1",2011,"fly",-3,3,721,43,5.96393897364771
"647","kæmper","B","1",2011,"fly",-2,2,721,43,5.96393897364771
"658","kæreste","B","1",2011,"fly",2,2,721,43,5.96393897364771
"680","beskytte","B","1",2011,"fly",1,1,721,43,5.96393897364771
"709","håbe","B","1",2011,"fly",2,2,721,43,5.96393897364771
"712","bedste","B","1",2011,"fly",3,3,721,43,5.96393897364771
"733","klar","B","1",2012,"fly",1,1,257,27,10.5058365758755
"736","løfte","B","1",2012,"fly",1,1,257,27,10.5058365758755
"739","støtte","B","1",2012,"fly",2,2,257,27,10.5058365758755
"745","plaget","B","1",2012,"fly",-1,1,257,27,10.5058365758755
"747","krig","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"748","fattigdom","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"750","sult","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"787","udsatte","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"791","mødt","B","1",2012,"fly",1,1,257,27,10.5058365758755
"799","truet","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"801","sult","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"804","krig","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"820","hjælp","B","1",2012,"fly",2,2,257,27,10.5058365758755
"876","kynisk","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"878","forkasteligt","B","1",2012,"fly",-3,3,257,27,10.5058365758755
"902","hjælp","B","1",2012,"fly",2,2,257,27,10.5058365758755
"904","sultende","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"909","afhængige","B","1",2012,"fly",-1,1,257,27,10.5058365758755
"922","fremskridt","B","1",2012,"fly",2,2,257,27,10.5058365758755
"934","mistet","B","1",2012,"fly",-2,2,257,27,10.5058365758755
"935","opbakning","B","1",2012,"fly",2,2,257,27,10.5058365758755
"939","fremskridt","B","1",2012,"fly",2,2,257,27,10.5058365758755
"942","mulighed","B","1",2012,"fly",2,2,257,27,10.5058365758755
"945","hjælpe","B","1",2012,"fly",2,2,257,27,10.5058365758755
"958","værre","B","1",2012,"fly",-3,3,257,27,10.5058365758755
"960","værre","B","1",2012,"fly",-3,3,257,27,10.5058365758755
"973","mulighed","B","1",2012,"fly",2,2,257,27,10.5058365758755
"998","ja","B","1",2013,"fly",1,1,514,27,5.25291828793774
"1014","alene","B","1",2013,"fly",-1,1,514,27,5.25291828793774
"1037","imod","B","1",2013,"fly",-1,1,514,27,5.25291828793774
"1039","hjælpe","B","1",2013,"fly",2,2,514,27,5.25291828793774
"1056","lovligt","B","1",2013,"fly",1,1,514,27,5.25291828793774
"1098","vellykket","B","1",2013,"fly",3,3,514,27,5.25291828793774
"1129","vanskeligheder","B","1",2013,"fly",-2,2,514,27,5.25291828793774
"1130","når","B","1",2013,"fly",0,0,514,27,5.25291828793774
"1182","let","B","1",2013,"fly",1,1,514,27,5.25291828793774
"1190","tiltrække","B","1",2013,"fly",1,1,514,27,5.25291828793774
"1199","lukrative","B","1",2013,"fly",3,3,514,27,5.25291828793774
"1202","presset","B","1",2013,"fly",-2,2,514,27,5.25291828793774
"1208","når","B","1",2013,"fly",0,0,514,27,5.25291828793774
"1238","let","B","1",2013,"fly",1,1,514,27,5.25291828793774
"1245","fik","B","1",2013,"fly",2,2,514,27,5.25291828793774
"1249","anklage","B","1",2013,"fly",-2,2,514,27,5.25291828793774
"1266","forkert","B","1",2013,"fly",-2,2,514,27,5.25291828793774
"1288","steg","B","1",2013,"fly",1,1,514,27,5.25291828793774
"1308","god","B","1",2013,"fly",3,3,514,27,5.25291828793774
"1310","desværre","B","1",2013,"fly",-2,2,514,27,5.25291828793774
"1368","klart","B","1",2013,"fly",1,1,514,27,5.25291828793774
"1386","når","B","1",2013,"fly",0,0,514,27,5.25291828793774
"1439","ansvarligt","B","1",2013,"fly",2,2,514,27,5.25291828793774
"1451","risikerer","B","1",2013,"fly",-2,2,514,27,5.25291828793774
"1456","problemer","B","1",2013,"fly",-2,2,514,27,5.25291828793774
"1468","værre","B","1",2013,"fly",-3,3,514,27,5.25291828793774
"1491","velkommen","B","1",2013,"fly",2,2,514,27,5.25291828793774
"1519","drab","B","1",2014,"fly",-3,3,536,20,3.73134328358209
"1548","døde","B","1",2014,"fly",-3,3,536,20,3.73134328358209
"1573","levende","B","1",2014,"fly",2,2,536,20,3.73134328358209
"1594","døde","B","1",2014,"fly",-3,3,536,20,3.73134328358209
"1603","undskyldninger","B","1",2014,"fly",-1,1,536,20,3.73134328358209
"1619","undskyldninger","B","1",2014,"fly",-1,1,536,20,3.73134328358209
"1639","usikkert","B","1",2014,"fly",-2,2,536,20,3.73134328358209
"1741","dyrt","B","1",2014,"fly",3,3,536,20,3.73134328358209
"1746","besværligt","B","1",2014,"fly",-2,2,536,20,3.73134328358209
"1759","trække","B","1",2014,"fly",-1,1,536,20,3.73134328358209
"1766","døde","B","1",2014,"fly",-3,3,536,20,3.73134328358209
"1790","kritikken","B","1",2014,"fly",-2,2,536,20,3.73134328358209
"1819","mangel","B","1",2014,"fly",-2,2,536,20,3.73134328358209
"1853","undskyldninger","B","1",2014,"fly",-1,1,536,20,3.73134328358209
"1865","undskyldninger","B","1",2014,"fly",-1,1,536,20,3.73134328358209
"1904","kærlighed","B","1",2014,"fly",3,3,536,20,3.73134328358209
"1909","ligegyldighed","B","1",2014,"fly",-2,2,536,20,3.73134328358209
"1916","død","B","1",2014,"fly",-2,2,536,20,3.73134328358209
"1925","slog","B","1",2014,"fly",-1,1,536,20,3.73134328358209
"1942","ligegyldighed","B","1",2014,"fly",-2,2,536,20,3.73134328358209
"2047","straffe","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2050","slået","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2106","idømt","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2111","straf","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2130","fængsel","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2157","fængsel","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2182","tilfreds","B","1",2015,"fly",2,2,226,14,6.19469026548673
"2192","positivt","B","1",2015,"fly",2,2,226,14,6.19469026548673
"2204","godt","B","1",2015,"fly",3,3,226,14,6.19469026548673
"2215","betale","B","1",2015,"fly",-1,1,226,14,6.19469026548673
"2227","problemer","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2242","ulykke","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2247","krig","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2249","konflikt","B","1",2015,"fly",-2,2,226,14,6.19469026548673
"2275","ønsker","B","1",2011,"ind",2,2,269,7,2.60223048327138
"2291","skyld","B","1",2011,"ind",-2,2,269,7,2.60223048327138
"2331","arbejdsløs","B","1",2011,"ind",-2,2,269,7,2.60223048327138
"2336","umuligt","B","1",2011,"ind",-2,2,269,7,2.60223048327138
"2362","arbejdsløshed","B","1",2011,"ind",-2,2,269,7,2.60223048327138
"2397","desperate","B","1",2011,"ind",-3,3,269,7,2.60223048327138
"2508","anholdt","B","1",2011,"ind",-3,3,269,7,2.60223048327138
"2530","løse","B","1",2012,"ind",1,1,375,21,5.6
"2533","krise","B","1",2012,"ind",-3,3,375,21,5.6
"2543","voldsomt","B","1",2012,"ind",-2,2,375,21,5.6
"2568","tvivl","B","1",2012,"ind",-1,1,375,21,5.6
"2572","problem","B","1",2012,"ind",-2,2,375,21,5.6
"2584","underskud","B","1",2012,"ind",-2,2,375,21,5.6
"2591","løst","B","1",2012,"ind",1,1,375,21,5.6
"2596","usikkerhed","B","1",2012,"ind",-2,2,375,21,5.6
"2604","løsning","B","1",2012,"ind",1,1,375,21,5.6
"2615","svageste","B","1",2012,"ind",-2,2,375,21,5.6
"2619","tvivl","B","1",2012,"ind",-1,1,375,21,5.6
"2625","problemerne","B","1",2012,"ind",-2,2,375,21,5.6
"2640","voldsomt","B","1",2012,"ind",-2,2,375,21,5.6
"2666","god","B","1",2012,"ind",3,3,375,21,5.6
"2719","retfærdigt","B","1",2012,"ind",2,2,375,21,5.6
"2723","kæmpe","B","1",2012,"ind",-1,1,375,21,5.6
"2758","enestående","B","1",2012,"ind",3,3,375,21,5.6
"2764","passe","B","1",2012,"ind",1,1,375,21,5.6
"2766","godt","B","1",2012,"ind",3,3,375,21,5.6
"2800","fejlagtig","B","1",2012,"ind",-2,2,375,21,5.6
"2897","myte","B","1",2012,"ind",-1,1,375,21,5.6
"2899","desperate","B","1",2013,"ind",-3,3,697,34,4.8780487804878
"2922","risikerer","B","1",2013,"ind",-2,2,697,34,4.8780487804878
"2924","dø","B","1",2013,"ind",-2,2,697,34,4.8780487804878
"2950","mulighed","B","1",2013,"ind",2,2,697,34,4.8780487804878
"3008","død","B","1",2013,"ind",-2,2,697,34,4.8780487804878
"3013","forhindre","B","1",2013,"ind",-1,1,697,34,4.8780487804878
"3029","trist","B","1",2013,"ind",-2,2,697,34,4.8780487804878
"3041","garantere","B","1",2013,"ind",1,1,697,34,4.8780487804878
"3055","mulighed","B","1",2013,"ind",2,2,697,34,4.8780487804878
"3097","når","B","1",2013,"ind",0,0,697,34,4.8780487804878
"3105","alarm","B","1",2013,"ind",-2,2,697,34,4.8780487804878
"3131","fortryde","B","1",2013,"ind",-2,2,697,34,4.8780487804878
"3160","fantastisk","B","1",2013,"ind",4,4,697,34,4.8780487804878
"3184","godt","B","1",2013,"ind",3,3,697,34,4.8780487804878
"3202","døde","B","1",2013,"ind",-3,3,697,34,4.8780487804878
"3254","let","B","1",2013,"ind",1,1,697,34,4.8780487804878
"3260","når","B","1",2013,"ind",0,0,697,34,4.8780487804878
"3278","desperat","B","1",2013,"ind",-3,3,697,34,4.8780487804878
"3285","imod","B","1",2013,"ind",-1,1,697,34,4.8780487804878
"3289","vanskeligt","B","1",2013,"ind",-1,1,697,34,4.8780487804878
"3324","fattige","B","1",2013,"ind",-2,2,697,34,4.8780487804878
"3343","skam","B","1",2013,"ind",-2,2,697,34,4.8780487804878
"3363","imod","B","1",2013,"ind",-1,1,697,34,4.8780487804878
"3390","sikkerhed","B","1",2013,"ind",1,1,697,34,4.8780487804878
"3402","misbrug","B","1",2013,"ind",-3,3,697,34,4.8780487804878
"3430","forhindre","B","1",2013,"ind",-1,1,697,34,4.8780487804878
"3452","hjælper","B","1",2013,"ind",2,2,697,34,4.8780487804878
"3486","sikre","B","1",2013,"ind",1,1,697,34,4.8780487804878
"3512","opsøgende","B","1",2013,"ind",2,2,697,34,4.8780487804878
"3520","muligheder","B","1",2013,"ind",2,2,697,34,4.8780487804878
"3537","foretrækker","B","1",2013,"ind",2,2,697,34,4.8780487804878
"3543","forebygge","B","1",2013,"ind",-1,1,697,34,4.8780487804878
"3568","hjælp","B","1",2013,"ind",2,2,697,34,4.8780487804878
"3584","mulighed","B","1",2013,"ind",2,2,697,34,4.8780487804878
"3598","gider","B","1",2014,"ind",-2,2,625,31,4.96
"3623","bedste","B","1",2014,"ind",3,3,625,31,4.96
"3650","anti","B","1",2014,"ind",-1,1,625,31,4.96
"3661","værste","B","1",2014,"ind",-3,3,625,31,4.96
"3680","interessant","B","1",2014,"ind",2,2,625,31,4.96
"3723","problemerne","B","1",2014,"ind",-2,2,625,31,4.96
"3726","problemerne","B","1",2014,"ind",-2,2,625,31,4.96
"3782","udsat","B","1",2014,"ind",-1,1,625,31,4.96
"3789","bange","B","1",2014,"ind",-2,2,625,31,4.96
"3850","gift","B","1",2014,"ind",-2,2,625,31,4.96
"3871","kritiserer","B","1",2014,"ind",-2,2,625,31,4.96
"3874","truet","B","1",2014,"ind",-2,2,625,31,4.96
"3878","positive","B","1",2014,"ind",2,2,625,31,4.96
"3897","forstenede","B","1",2014,"ind",-2,2,625,31,4.96
"3940","alene","B","1",2014,"ind",-1,1,625,31,4.96
"3981","umuligt","B","1",2014,"ind",-2,2,625,31,4.96
"4011","problemerne","B","1",2014,"ind",-2,2,625,31,4.96
"4013","værre","B","1",2014,"ind",-3,3,625,31,4.96
"4094","kriminelle","B","1",2014,"ind",-3,3,625,31,4.96
"4115","problemer","B","1",2014,"ind",-2,2,625,31,4.96
"4116","problemer","B","1",2014,"ind",-2,2,625,31,4.96
"4127","ønsker","B","1",2014,"ind",2,2,625,31,4.96
"4139","vold","B","1",2014,"ind",-3,3,625,31,4.96
"4141","trusler","B","1",2014,"ind",-2,2,625,31,4.96
"4156","kriminelle","B","1",2014,"ind",-3,3,625,31,4.96
"4164","bedre","B","1",2014,"ind",2,2,625,31,4.96
"4169","bedre","B","1",2014,"ind",2,2,625,31,4.96
"4172","fokuseret","B","1",2014,"ind",2,2,625,31,4.96
"4202","frihed","B","1",2014,"ind",2,2,625,31,4.96
"4209","ønsker","B","1",2014,"ind",2,2,625,31,4.96
"4218","hængende","B","1",2014,"ind",-2,2,625,31,4.96
"4225","bange","B","1",2015,"ind",-2,2,511,22,4.30528375733855
"4229","sjov","B","1",2015,"ind",3,3,511,22,4.30528375733855
"4259","korrekte","B","1",2015,"ind",2,2,511,22,4.30528375733855
"4310","sjovt","B","1",2015,"ind",3,3,511,22,4.30528375733855
"4334","racisme","B","1",2015,"ind",-3,3,511,22,4.30528375733855
"4353","usikkerhed","B","1",2015,"ind",-2,2,511,22,4.30528375733855
"4361","hurtigt","B","1",2015,"ind",2,2,511,22,4.30528375733855
"4391","når","B","1",2015,"ind",0,0,511,22,4.30528375733855
"4392","humor","B","1",2015,"ind",2,2,511,22,4.30528375733855
"4407","forsvarede","B","1",2015,"ind",2,2,511,22,4.30528375733855
"4506","sjov","B","1",2015,"ind",3,3,511,22,4.30528375733855
"4534","når","B","1",2015,"ind",0,0,511,22,4.30528375733855
"4564","humor","B","1",2015,"ind",2,2,511,22,4.30528375733855
"4572","ærgerligt","B","1",2015,"ind",-2,2,511,22,4.30528375733855
"4592","humor","B","1",2015,"ind",2,2,511,22,4.30528375733855
"4641","bange","B","1",2015,"ind",-2,2,511,22,4.30528375733855
"4645","sjov","B","1",2015,"ind",3,3,511,22,4.30528375733855
"4680","hygge","B","1",2015,"ind",2,2,511,22,4.30528375733855
"4685","bedre","B","1",2015,"ind",2,2,511,22,4.30528375733855
"4691","sjov","B","1",2015,"ind",3,3,511,22,4.30528375733855
"4693","fint","B","1",2015,"ind",2,2,511,22,4.30528375733855
"4705","sjovt","B","1",2015,"ind",3,3,511,22,4.30528375733855
"4734","stoppe","B","10",2011,"fly",-1,1,236,16,6.77966101694915
"4742","støtter","B","10",2011,"fly",2,2,236,16,6.77966101694915
"4796","fik","B","10",2011,"fly",2,2,236,16,6.77966101694915
"4802","suspendere","B","10",2011,"fly",-1,1,236,16,6.77966101694915
"4816","støtte","B","10",2011,"fly",2,2,236,16,6.77966101694915
"4821","protester","B","10",2011,"fly",-2,2,236,16,6.77966101694915
"4828","truslen","B","10",2011,"fly",-2,2,236,16,6.77966101694915
"4831","tvivl","B","10",2011,"fly",-1,1,236,16,6.77966101694915
"4833","bekymring","B","10",2011,"fly",-2,2,236,16,6.77966101694915
"4851","problem","B","10",2011,"fly",-2,2,236,16,6.77966101694915
"4857","stoppet","B","10",2011,"fly",-1,1,236,16,6.77966101694915
"4888","ramt","B","10",2011,"fly",-2,2,236,16,6.77966101694915
"4919","undgå","B","10",2011,"fly",-1,1,236,16,6.77966101694915
"4922","vold","B","10",2011,"fly",-3,3,236,16,6.77966101694915
"4924","acceptere","B","10",2011,"fly",1,1,236,16,6.77966101694915
"4959","dræbt","B","10",2011,"fly",-3,3,236,16,6.77966101694915
"4995","sult","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"4997","død","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5011","hjælp","B","10",2012,"fly",2,2,541,30,5.5452865064695
"5025","sikre","B","10",2012,"fly",1,1,541,30,5.5452865064695
"5061","svigtet","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5070","alene","B","10",2012,"fly",-1,1,541,30,5.5452865064695
"5085","bidende","B","10",2012,"fly",-3,3,541,30,5.5452865064695
"5103","mulighed","B","10",2012,"fly",2,2,541,30,5.5452865064695
"5144","fryser","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5157","forhindrer","B","10",2012,"fly",-1,1,541,30,5.5452865064695
"5182","hjælpe","B","10",2012,"fly",2,2,541,30,5.5452865064695
"5196","hjælpe","B","10",2012,"fly",2,2,541,30,5.5452865064695
"5224","ønsker","B","10",2012,"fly",2,2,541,30,5.5452865064695
"5290","døde","B","10",2012,"fly",-3,3,541,30,5.5452865064695
"5302","tab","B","10",2012,"fly",-3,3,541,30,5.5452865064695
"5324","frygt","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5329","styrker","B","10",2012,"fly",2,2,541,30,5.5452865064695
"5332","frygt","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5338","menneskelige","B","10",2012,"fly",2,2,541,30,5.5452865064695
"5362","mulighed","B","10",2012,"fly",2,2,541,30,5.5452865064695
"5387","hjælp","B","10",2012,"fly",2,2,541,30,5.5452865064695
"5405","mistet","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5412","problem","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5418","arbejdsløshed","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5419","mangel","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5450","frygt","B","10",2012,"fly",-2,2,541,30,5.5452865064695
"5467","kæmpe","B","10",2012,"fly",-1,1,541,30,5.5452865064695
"5470","nå","B","10",2012,"fly",1,1,541,30,5.5452865064695
"5491","imod","B","10",2012,"fly",-1,1,541,30,5.5452865064695
"5496","stoppe","B","10",2012,"fly",-1,1,541,30,5.5452865064695
"5509","krisen","B","10",2014,"fly",-3,3,698,43,6.16045845272206
"5518","advarer","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5525","fattigste","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5530","blodige","B","10",2014,"fly",-3,3,698,43,6.16045845272206
"5537","kaos","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5543","grænser","B","10",2014,"fly",-1,1,698,43,6.16045845272206
"5564","svært","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5568","præcis","B","10",2014,"fly",2,2,698,43,6.16045845272206
"5574","størst","B","10",2014,"fly",3,3,698,43,6.16045845272206
"5576","alene","B","10",2014,"fly",-1,1,698,43,6.16045845272206
"5584","når","B","10",2014,"fly",0,0,698,43,6.16045845272206
"5626","overlevede","B","10",2014,"fly",2,2,698,43,6.16045845272206
"5629","lykkedes","B","10",2014,"fly",3,3,698,43,6.16045845272206
"5698","udsat","B","10",2014,"fly",-1,1,698,43,6.16045845272206
"5702","voldsom","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5703","vold","B","10",2014,"fly",-3,3,698,43,6.16045845272206
"5712","sårede","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5721","forlade","B","10",2014,"fly",-1,1,698,43,6.16045845272206
"5742","bange","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5747","dræber","B","10",2014,"fly",-3,3,698,43,6.16045845272206
"5781","håbløs","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5792","fattigste","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5804","grænser","B","10",2014,"fly",-1,1,698,43,6.16045845272206
"5832","når","B","10",2014,"fly",0,0,698,43,6.16045845272206
"5837","hjælpe","B","10",2014,"fly",2,2,698,43,6.16045845272206
"5870","stoppe","B","10",2014,"fly",-1,1,698,43,6.16045845272206
"5884","inficerede","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5887","når","B","10",2014,"fly",0,0,698,43,6.16045845272206
"5911","sårede","B","10",2014,"fly",-2,2,698,43,6.16045845272206
"5973","lykkedes","B","10",2014,"fly",3,3,698,43,6.16045845272206
"5987","godt","B","10",2014,"fly",3,3,698,43,6.16045845272206
"6014","menneskelige","B","10",2014,"fly",2,2,698,43,6.16045845272206
"6015","omkostninger","B","10",2014,"fly",-1,1,698,43,6.16045845272206
"6025","beder","B","10",2014,"fly",1,1,698,43,6.16045845272206
"6032","grænser","B","10",2014,"fly",-1,1,698,43,6.16045845272206
"6148","kriser","B","10",2014,"fly",-3,3,698,43,6.16045845272206
"6153","hjælp","B","10",2014,"fly",2,2,698,43,6.16045845272206
"6166","vold","B","10",2014,"fly",-3,3,698,43,6.16045845272206
"6168","ustoppelig","B","10",2014,"fly",2,2,698,43,6.16045845272206
"6186","kriser","B","10",2014,"fly",-3,3,698,43,6.16045845272206
"6191","hjælp","B","10",2014,"fly",2,2,698,43,6.16045845272206
"6204","vold","B","10",2014,"fly",-3,3,698,43,6.16045845272206
"6206","ustoppelig","B","10",2014,"fly",2,2,698,43,6.16045845272206
"6225","ofre","B","10",2015,"fly",-2,2,398,23,5.77889447236181
"6261","mulighed","B","10",2015,"fly",2,2,398,23,5.77889447236181
"6266","nej","B","10",2015,"fly",-1,1,398,23,5.77889447236181
"6274","varm","B","10",2015,"fly",1,1,398,23,5.77889447236181
"6309","tvivlsom","B","10",2015,"fly",-2,2,398,23,5.77889447236181
"6327","grænser","B","10",2015,"fly",-1,1,398,23,5.77889447236181
"6339","konflikter","B","10",2015,"fly",-2,2,398,23,5.77889447236181
"6342","steg","B","10",2015,"fly",1,1,398,23,5.77889447236181
"6364","stoppet","B","10",2015,"fly",-1,1,398,23,5.77889447236181
"6379","krævede","B","10",2015,"fly",-1,1,398,23,5.77889447236181
"6394","godt","B","10",2015,"fly",3,3,398,23,5.77889447236181
"6407","revet","B","10",2015,"fly",-2,2,398,23,5.77889447236181
"6409","godt","B","10",2015,"fly",3,3,398,23,5.77889447236181
"6432","tvivl","B","10",2015,"fly",-1,1,398,23,5.77889447236181
"6462","understregede","B","10",2015,"fly",-2,2,398,23,5.77889447236181
"6481","smerte","B","10",2015,"fly",-2,2,398,23,5.77889447236181
"6493","accepterer","B","10",2015,"fly",1,1,398,23,5.77889447236181
"6503","stopper","B","10",2015,"fly",-1,1,398,23,5.77889447236181
"6526","bedre","B","10",2015,"fly",2,2,398,23,5.77889447236181
"6553","lovet","B","10",2015,"fly",1,1,398,23,5.77889447236181
"6562","drab","B","10",2015,"fly",-3,3,398,23,5.77889447236181
"6591","lovet","B","10",2015,"fly",1,1,398,23,5.77889447236181
"6600","drab","B","10",2015,"fly",-3,3,398,23,5.77889447236181
"6615","forkert","B","10",2011,"ind",-2,2,217,9,4.14746543778802
"6691","støtter","B","10",2011,"ind",2,2,217,9,4.14746543778802
"6706","begrænse","B","10",2011,"ind",-1,1,217,9,4.14746543778802
"6731","problem","B","10",2011,"ind",-2,2,217,9,4.14746543778802
"6734","forskelsbehandle","B","10",2011,"ind",-2,2,217,9,4.14746543778802
"6771","skeptisk","B","10",2011,"ind",-2,2,217,9,4.14746543778802
"6794","risikerer","B","10",2011,"ind",-2,2,217,9,4.14746543778802
"6803","interesse","B","10",2011,"ind",1,1,217,9,4.14746543778802
"6811","risikerer","B","10",2011,"ind",-2,2,217,9,4.14746543778802
"6848","nedlægge","B","10",2012,"ind",-1,1,345,14,4.05797101449275
"6882","træt","B","10",2012,"ind",-2,2,345,14,4.05797101449275
"6890","ønskede","B","10",2012,"ind",2,2,345,14,4.05797101449275
"6895","krav","B","10",2012,"ind",-1,1,345,14,4.05797101449275
"6910","enige","B","10",2012,"ind",1,1,345,14,4.05797101449275
"6967","krav","B","10",2012,"ind",-1,1,345,14,4.05797101449275
"7003","bedre","B","10",2012,"ind",2,2,345,14,4.05797101449275
"7021","foretrækker","B","10",2012,"ind",2,2,345,14,4.05797101449275
"7032","når","B","10",2012,"ind",0,0,345,14,4.05797101449275
"7041","kritisk","B","10",2012,"ind",-1,1,345,14,4.05797101449275
"7079","ensomme","B","10",2012,"ind",-2,2,345,14,4.05797101449275
"7133","ønskede","B","10",2012,"ind",2,2,345,14,4.05797101449275
"7144","forlænge","B","10",2012,"ind",1,1,345,14,4.05797101449275
"7163","rod","B","10",2012,"ind",-2,2,345,14,4.05797101449275
"7182","forsinke","B","10",2013,"ind",-1,1,794,49,6.17128463476071
"7225","bedrageri","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7258","chok","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7281","hjælper","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7291","værre","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7343","klapper","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7359","forargede","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7363","bedrageri","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7367","bekymrede","B","10",2013,"ind",-2,2,794,49,6.17128463476071
"7383","herligt","B","10",2013,"ind",3,3,794,49,6.17128463476071
"7402","retfærdige","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7403","harme","B","10",2013,"ind",-3,3,794,49,6.17128463476071
"7404","støtter","B","10",2013,"ind",2,2,794,49,6.17128463476071
"7424","blok","B","10",2013,"ind",-1,1,794,49,6.17128463476071
"7447","krav","B","10",2013,"ind",-1,1,794,49,6.17128463476071
