"","word","newspaper","article","year","searchTerm","sentiment","arousal","nWords","nWordsSentiment","percWordsSentiment"
"326950","bebrejder","J","6",2013,"fly",-2,2,685,55,8.02919708029197
"326969","vanskeligt","J","6",2013,"fly",-1,1,685,55,8.02919708029197
"326971","dilemma","J","6",2013,"fly",-1,1,685,55,8.02919708029197
"326978","dilemma","J","6",2013,"fly",-1,1,685,55,8.02919708029197
"326979","når","J","6",2013,"fly",0,0,685,55,8.02919708029197
"327001","styrket","J","6",2013,"fly",2,2,685,55,8.02919708029197
"327031","presset","J","6",2013,"fly",-2,2,685,55,8.02919708029197
"327045","støtter","J","6",2013,"fly",2,2,685,55,8.02919708029197
"327051","hjælpe","J","6",2013,"fly",2,2,685,55,8.02919708029197
"327054","risikerer","J","6",2013,"fly",-2,2,685,55,8.02919708029197
"327074","hjælp","J","6",2013,"fly",2,2,685,55,8.02919708029197
"327095","ønsker","J","6",2013,"fly",2,2,685,55,8.02919708029197
"327117","udelukke","J","6",2013,"fly",-1,1,685,55,8.02919708029197
"327126","hjælpe","J","6",2013,"fly",2,2,685,55,8.02919708029197
"327134","hjælp","J","6",2013,"fly",2,2,685,55,8.02919708029197
"327144","konflikt","J","6",2013,"fly",-2,2,685,55,8.02919708029197
"327190","præcise","J","6",2013,"fly",2,2,685,55,8.02919708029197
"327213","undslipper","J","6",2014,"fly",-1,1,285,14,4.91228070175439
"327214","sult","J","6",2014,"fly",-2,2,285,14,4.91228070175439
"327227","sult","J","6",2014,"fly",-2,2,285,14,4.91228070175439
"327246","forlade","J","6",2014,"fly",-1,1,285,14,4.91228070175439
"327276","sult","J","6",2014,"fly",-2,2,285,14,4.91228070175439
"327300","overstrømmende","J","6",2014,"fly",4,4,285,14,4.91228070175439
"327301","lykkelig","J","6",2014,"fly",3,3,285,14,4.91228070175439
"327323","aftale","J","6",2014,"fly",1,1,285,14,4.91228070175439
"327357","forlade","J","6",2014,"fly",-1,1,285,14,4.91228070175439
"327366","lykkelig","J","6",2014,"fly",3,3,285,14,4.91228070175439
"327422","lider","J","6",2014,"fly",-2,2,285,14,4.91228070175439
"327446","forlade","J","6",2014,"fly",-1,1,285,14,4.91228070175439
"327458","hjælp","J","6",2014,"fly",2,2,285,14,4.91228070175439
"327467","hjælp","J","6",2014,"fly",2,2,285,14,4.91228070175439
"327530","fanget","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"327613","klar","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"327628","mødt","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"327693","interesse","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"327700","godt","J","6",2015,"fly",3,3,3090,89,2.88025889967638
"327706","arbejdsløs","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"327721","betale","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"327744","hurtigt","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"327769","fik","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"327795","miste","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"327853","godt","J","6",2015,"fly",3,3,3090,89,2.88025889967638
"327865","bedre","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"327870","fattige","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"327889","krise","J","6",2015,"fly",-3,3,3090,89,2.88025889967638
"327893","ramt","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"327918","arbejdsløshed","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"327934","chance","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"327942","mødt","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"327956","aftalt","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"327971","klar","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"327994","klar","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"328033","problemer","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"328179","undgå","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"328185","ønskede","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"328199","nå","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"328226","godt","J","6",2015,"fly",3,3,3090,89,2.88025889967638
"328229","bedre","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"328274","enorm","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"328291","god","J","6",2015,"fly",3,3,3090,89,2.88025889967638
"328304","lukrative","J","6",2015,"fly",3,3,3090,89,2.88025889967638
"328308","kriminalitet","J","6",2015,"fly",-3,3,3090,89,2.88025889967638
"328377","råb","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"328457","steg","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"328479","klar","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"328487","steg","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"328509","stak","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"328564","hjælpe","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"328589","hjælpe","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"328603","nå","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"328631","når","J","6",2015,"fly",0,0,3090,89,2.88025889967638
"328655","når","J","6",2015,"fly",0,0,3090,89,2.88025889967638
"328692","imod","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"328712","hurtigt","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"328720","steg","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"328744","sikre","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"328781","mørke","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"328802","fik","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"328822","når","J","6",2015,"fly",0,0,3090,89,2.88025889967638
"328868","hurtigt","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"328896","hurtigt","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"328932","når","J","6",2015,"fly",0,0,3090,89,2.88025889967638
"328957","godt","J","6",2015,"fly",3,3,3090,89,2.88025889967638
"329120","imod","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"329142","imod","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"329156","anholdt","J","6",2015,"fly",-3,3,3090,89,2.88025889967638
"329219","helst","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"329278","lider","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329376","anholdt","J","6",2015,"fly",-3,3,3090,89,2.88025889967638
"329380","klar","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"329385","ulovlig","J","6",2015,"fly",-3,3,3090,89,2.88025889967638
"329429","betale","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"329472","fængsel","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329480","idømt","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329483","fængsel","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329505","ramt","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329528","fik","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"329534","fængsel","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329549","domme","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"329569","dom","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"329597","straffe","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329631","fanget","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329638","sikkerhed","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"329658","skeptisk","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329675","fanget","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329677","fængslet","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329691","mister","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329702","stoppet","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"329717","desværre","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"329724","desperate","J","6",2015,"fly",-3,3,3090,89,2.88025889967638
"329754","godt","J","6",2015,"fly",3,3,3090,89,2.88025889967638
"329911","tvivl","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"330037","slå","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"330151","tvivl","J","6",2015,"fly",-1,1,3090,89,2.88025889967638
"330170","straffe","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"330229","fik","J","6",2015,"fly",2,2,3090,89,2.88025889967638
"330392","fængsel","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"330435","fanget","J","6",2015,"fly",-2,2,3090,89,2.88025889967638
"330442","sikkerhed","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"330474","steg","J","6",2015,"fly",1,1,3090,89,2.88025889967638
"330591","alene","J","6",2011,"ind",-1,1,281,12,4.27046263345196
"330599","syge","J","6",2011,"ind",-2,2,281,12,4.27046263345196
"330611","voldsomt","J","6",2011,"ind",-2,2,281,12,4.27046263345196
"330628","underminere","J","6",2011,"ind",-2,2,281,12,4.27046263345196
"330653","god","J","6",2011,"ind",3,3,281,12,4.27046263345196
"330665","sygdom","J","6",2011,"ind",-2,2,281,12,4.27046263345196
"330739","populær","J","6",2011,"ind",3,3,281,12,4.27046263345196
"330768","spørgsmålstegn","J","6",2011,"ind",-1,1,281,12,4.27046263345196
"330787","voldelig","J","6",2011,"ind",-3,3,281,12,4.27046263345196
"330799","når","J","6",2011,"ind",0,0,281,12,4.27046263345196
"330826","amok","J","6",2011,"ind",-3,3,281,12,4.27046263345196
"330842","nægte","J","6",2011,"ind",-2,2,281,12,4.27046263345196
"330884","ønsket","J","6",2012,"ind",2,2,302,15,4.96688741721854
"330905","fri","J","6",2012,"ind",1,1,302,15,4.96688741721854
"330936","udsatte","J","6",2012,"ind",-2,2,302,15,4.96688741721854
"330942","stærkt","J","6",2012,"ind",2,2,302,15,4.96688741721854
"330961","problemer","J","6",2012,"ind",-2,2,302,15,4.96688741721854
"331024","hjælp","J","6",2012,"ind",2,2,302,15,4.96688741721854
"331028","fint","J","6",2012,"ind",2,2,302,15,4.96688741721854
"331052","negative","J","6",2012,"ind",-2,2,302,15,4.96688741721854
"331078","presserende","J","6",2012,"ind",-1,1,302,15,4.96688741721854
"331101","umulig","J","6",2012,"ind",-2,2,302,15,4.96688741721854
"331103","når","J","6",2012,"ind",0,0,302,15,4.96688741721854
"331113","skidt","J","6",2012,"ind",-2,2,302,15,4.96688741721854
"331121","når","J","6",2012,"ind",0,0,302,15,4.96688741721854
"331154","kassere","J","6",2012,"ind",-1,1,302,15,4.96688741721854
"331167","bede","J","6",2012,"ind",1,1,302,15,4.96688741721854
"331172","hjælper","J","6",2013,"ind",2,2,510,11,2.15686274509804
"331188","bedre","J","6",2013,"ind",2,2,510,11,2.15686274509804
"331245","når","J","6",2013,"ind",0,0,510,11,2.15686274509804
"331266","styrke","J","6",2013,"ind",2,2,510,11,2.15686274509804
"331296","naturlig","J","6",2013,"ind",1,1,510,11,2.15686274509804
"331307","fik","J","6",2013,"ind",2,2,510,11,2.15686274509804
"331457","muligheder","J","6",2013,"ind",2,2,510,11,2.15686274509804
"331492","svært","J","6",2013,"ind",-2,2,510,11,2.15686274509804
"331574","enig","J","6",2013,"ind",1,1,510,11,2.15686274509804
"331607","når","J","6",2013,"ind",0,0,510,11,2.15686274509804
"331649","når","J","6",2013,"ind",0,0,510,11,2.15686274509804
"331738","alene","J","6",2014,"ind",-1,1,397,27,6.80100755667506
"331740","problem","J","6",2014,"ind",-2,2,397,27,6.80100755667506
"331752","voksende","J","6",2014,"ind",1,1,397,27,6.80100755667506
"331753","utilfredshed","J","6",2014,"ind",-2,2,397,27,6.80100755667506
"331770","korrupte","J","6",2014,"ind",-2,2,397,27,6.80100755667506
"331792","godt","J","6",2014,"ind",3,3,397,27,6.80100755667506
"331801","ønsker","J","6",2014,"ind",2,2,397,27,6.80100755667506
"331809","kompetent","J","6",2014,"ind",2,2,397,27,6.80100755667506
"331813","genoprette","J","6",2014,"ind",1,1,397,27,6.80100755667506
"331875","fremgang","J","6",2014,"ind",2,2,397,27,6.80100755667506
"331891","støtte","J","6",2014,"ind",2,2,397,27,6.80100755667506
"331893","fremme","J","6",2014,"ind",1,1,397,27,6.80100755667506
"331907","uanstændigt","J","6",2014,"ind",-2,2,397,27,6.80100755667506
"331925","modstandere","J","6",2014,"ind",-2,2,397,27,6.80100755667506
"331944","dårligt","J","6",2014,"ind",-3,3,397,27,6.80100755667506
"331954","værre","J","6",2014,"ind",-3,3,397,27,6.80100755667506
"331970","totalitære","J","6",2014,"ind",-2,2,397,27,6.80100755667506
"331976","umenneskeligt","J","6",2014,"ind",-2,2,397,27,6.80100755667506
"331977","diktatur","J","6",2014,"ind",-2,2,397,27,6.80100755667506
"331982","død","J","6",2014,"ind",-2,2,397,27,6.80100755667506
"331987","idioter","J","6",2014,"ind",-3,3,397,27,6.80100755667506
"331990","blind","J","6",2014,"ind",-1,1,397,27,6.80100755667506
"332006","alene","J","6",2014,"ind",-1,1,397,27,6.80100755667506
"332054","idioter","J","6",2014,"ind",-3,3,397,27,6.80100755667506
"332058","råbte","J","6",2014,"ind",-1,1,397,27,6.80100755667506
"332060","vredt","J","6",2014,"ind",-3,3,397,27,6.80100755667506
"332076","idioter","J","6",2014,"ind",-3,3,397,27,6.80100755667506
"332085","bekymrer","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332101","opmuntrende","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332107","faldet","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332121","krisen","J","6",2015,"ind",-3,3,691,43,6.22286541244573
"332129","gæld","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332135","positiv","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332148","vanskelig","J","6",2015,"ind",-1,1,691,43,6.22286541244573
"332157","rådvild","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332167","fjendskab","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332188","begrænset","J","6",2015,"ind",-1,1,691,43,6.22286541244573
"332213","problemer","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332220","bekymringerne","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332231","positive","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332245","problemer","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332249","bedre","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332272","muligheder","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332275","fordele","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332289","innovation","J","6",2015,"ind",1,1,691,43,6.22286541244573
"332330","styrket","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332370","konkurrencedygtig","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332407","gæld","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332422","gæld","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332428","faldet","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332434","krisen","J","6",2015,"ind",-3,3,691,43,6.22286541244573
"332439","tillid","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332448","tillid","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332455","kriminaliteten","J","6",2015,"ind",-3,3,691,43,6.22286541244573
"332466","bedste","J","6",2015,"ind",3,3,691,43,6.22286541244573
"332476","stabilt","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332511","krav","J","6",2015,"ind",-1,1,691,43,6.22286541244573
"332521","styrke","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332536","styrke","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332596","godt","J","6",2015,"ind",3,3,691,43,6.22286541244573
"332630","omfattende","J","6",2015,"ind",2,2,691,43,6.22286541244573
"332633","kritisk","J","6",2015,"ind",-1,1,691,43,6.22286541244573
"332643","krisen","J","6",2015,"ind",-3,3,691,43,6.22286541244573
"332644","kriminalitet","J","6",2015,"ind",-3,3,691,43,6.22286541244573
"332645","risiko","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332648","underskud","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332666","trussel","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332699","problemer","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332706","enige","J","6",2015,"ind",1,1,691,43,6.22286541244573
"332710","uenighed","J","6",2015,"ind",-2,2,691,43,6.22286541244573
"332770","hjælpe","J","7",2011,"fly",2,2,318,12,3.77358490566038
"332781","hjælpe","J","7",2011,"fly",2,2,318,12,3.77358490566038
"332805","hjælper","J","7",2011,"fly",2,2,318,12,3.77358490566038
"332815","hjælpe","J","7",2011,"fly",2,2,318,12,3.77358490566038
"332916","godt","J","7",2011,"fly",3,3,318,12,3.77358490566038
"332996","desværre","J","7",2011,"fly",-2,2,318,12,3.77358490566038
"332997","kedelig","J","7",2011,"fly",-2,2,318,12,3.77358490566038
"332999","negativ","J","7",2011,"fly",-2,2,318,12,3.77358490566038
"333022","hjælp","J","7",2011,"fly",2,2,318,12,3.77358490566038
"333039","domme","J","7",2011,"fly",-1,1,318,12,3.77358490566038
"333053","nedværdigende","J","7",2011,"fly",-2,2,318,12,3.77358490566038
"333058","imod","J","7",2011,"fly",-1,1,318,12,3.77358490566038
"333132","oplyser","J","7",2012,"fly",2,2,413,15,3.6319612590799
"333193","hjælp","J","7",2012,"fly",2,2,413,15,3.6319612590799
"333220","hjælpe","J","7",2012,"fly",2,2,413,15,3.6319612590799
"333227","forebygge","J","7",2012,"fly",-1,1,413,15,3.6319612590799
"333293","miste","J","7",2012,"fly",-2,2,413,15,3.6319612590799
"333322","imod","J","7",2012,"fly",-1,1,413,15,3.6319612590799
"333353","bedre","J","7",2012,"fly",2,2,413,15,3.6319612590799
"333395","slog","J","7",2012,"fly",-1,1,413,15,3.6319612590799
"333405","fik","J","7",2012,"fly",2,2,413,15,3.6319612590799
"333406","presset","J","7",2012,"fly",-2,2,413,15,3.6319612590799
"333417","fik","J","7",2012,"fly",2,2,413,15,3.6319612590799
"333426","hjælpe","J","7",2012,"fly",2,2,413,15,3.6319612590799
"333445","doneret","J","7",2012,"fly",1,1,413,15,3.6319612590799
"333457","velgørende","J","7",2012,"fly",2,2,413,15,3.6319612590799
"333484","grænser","J","7",2012,"fly",-1,1,413,15,3.6319612590799
"333501","løgne","J","7",2013,"fly",-3,3,497,15,3.01810865191147
"333515","tankevækkende","J","7",2013,"fly",1,1,497,15,3.01810865191147
"333623","fredelig","J","7",2013,"fly",2,2,497,15,3.01810865191147
"333648","imod","J","7",2013,"fly",-1,1,497,15,3.01810865191147
"333655","undlod","J","7",2013,"fly",-2,2,497,15,3.01810865191147
"333679","fredelig","J","7",2013,"fly",2,2,497,15,3.01810865191147
"333724","umenneskelige","J","7",2013,"fly",-2,2,497,15,3.01810865191147
"333746","trusler","J","7",2013,"fly",-2,2,497,15,3.01810865191147
"333796","fik","J","7",2013,"fly",2,2,497,15,3.01810865191147
"333848","optaget","J","7",2013,"fly",-1,1,497,15,3.01810865191147
"333876","dårligt","J","7",2013,"fly",-3,3,497,15,3.01810865191147
"333918","henrettet","J","7",2013,"fly",-2,2,497,15,3.01810865191147
"333946","nyder","J","7",2013,"fly",2,2,497,15,3.01810865191147
"333956","retssager","J","7",2013,"fly",-2,2,497,15,3.01810865191147
"333992","løgne","J","7",2013,"fly",-3,3,497,15,3.01810865191147
"334004","kritikken","J","7",2014,"fly",-2,2,383,10,2.61096605744125
"334190","afgørende","J","7",2014,"fly",1,1,383,10,2.61096605744125
"334199","bedre","J","7",2014,"fly",2,2,383,10,2.61096605744125
"334244","problem","J","7",2014,"fly",-2,2,383,10,2.61096605744125
"334291","naturligt","J","7",2014,"fly",1,1,383,10,2.61096605744125
"334300","når","J","7",2014,"fly",0,0,383,10,2.61096605744125
"334310","imod","J","7",2014,"fly",-1,1,383,10,2.61096605744125
"334321","konflikt","J","7",2014,"fly",-2,2,383,10,2.61096605744125
"334354","helst","J","7",2014,"fly",1,1,383,10,2.61096605744125
"334375","skyld","J","7",2014,"fly",-2,2,383,10,2.61096605744125
"334408","afviser","J","7",2015,"fly",-1,1,639,19,2.97339593114241
"334423","når","J","7",2015,"fly",0,0,639,19,2.97339593114241
"334439","når","J","7",2015,"fly",0,0,639,19,2.97339593114241
"334446","vedtager","J","7",2015,"fly",1,1,639,19,2.97339593114241
"334497","når","J","7",2015,"fly",0,0,639,19,2.97339593114241
"334499","flygter","J","7",2015,"fly",-1,1,639,19,2.97339593114241
"334501","krig","J","7",2015,"fly",-2,2,639,19,2.97339593114241
"334547","forfulgt","J","7",2015,"fly",-2,2,639,19,2.97339593114241
"334556","krig","J","7",2015,"fly",-2,2,639,19,2.97339593114241
"334569","domme","J","7",2015,"fly",-1,1,639,19,2.97339593114241
"334628","begrænse","J","7",2015,"fly",-1,1,639,19,2.97339593114241
"334725","anerkendte","J","7",2015,"fly",2,2,639,19,2.97339593114241
"334747","afviser","J","7",2015,"fly",-1,1,639,19,2.97339593114241
"334833","udsat","J","7",2015,"fly",-1,1,639,19,2.97339593114241
"334842","mødt","J","7",2015,"fly",1,1,639,19,2.97339593114241
"334844","kritik","J","7",2015,"fly",-2,2,639,19,2.97339593114241
"334865","kritiseret","J","7",2015,"fly",-2,2,639,19,2.97339593114241
"334871","advaret","J","7",2015,"fly",-2,2,639,19,2.97339593114241
"334887","uro","J","7",2015,"fly",-2,2,639,19,2.97339593114241
"335050","krav","J","7",2011,"ind",-1,1,431,12,2.78422273781903
"335064","understøtter","J","7",2011,"ind",2,2,431,12,2.78422273781903
"335109","alene","J","7",2011,"ind",-1,1,431,12,2.78422273781903
"335187","angst","J","7",2011,"ind",-3,3,431,12,2.78422273781903
"335229","forhindrer","J","7",2011,"ind",-1,1,431,12,2.78422273781903
"335317","vanvittige","J","7",2011,"ind",-3,3,431,12,2.78422273781903
"335340","integritet","J","7",2011,"ind",2,2,431,12,2.78422273781903
"335391","tvivl","J","7",2011,"ind",-1,1,431,12,2.78422273781903
"335393","ødelægge","J","7",2011,"ind",-3,3,431,12,2.78422273781903
"335402","medløbere","J","7",2011,"ind",-2,2,431,12,2.78422273781903
"335430","ødelagte","J","7",2011,"ind",-3,3,431,12,2.78422273781903
"335433","kriminalitet","J","7",2011,"ind",-3,3,431,12,2.78422273781903
"335449","ekspert","J","7",2012,"ind",1,1,316,11,3.48101265822785
"335472","stærkt","J","7",2012,"ind",2,2,316,11,3.48101265822785
"335487","når","J","7",2012,"ind",0,0,316,11,3.48101265822785
"335554","klar","J","7",2012,"ind",1,1,316,11,3.48101265822785
"335574","arbejdsløshed","J","7",2012,"ind",-2,2,316,11,3.48101265822785
"335575","kriminalitet","J","7",2012,"ind",-3,3,316,11,3.48101265822785
"335676","når","J","7",2012,"ind",0,0,316,11,3.48101265822785
"335683","klart","J","7",2012,"ind",1,1,316,11,3.48101265822785
"335685","når","J","7",2012,"ind",0,0,316,11,3.48101265822785
"335704","indrømme","J","7",2012,"ind",-1,1,316,11,3.48101265822785
"335746","når","J","7",2012,"ind",0,0,316,11,3.48101265822785
"335766","krise","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"335770","dumme","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"335772","nedtur","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"335780","krise","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"335789","oprør","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"335790","lurer","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"335809","når","J","7",2013,"ind",0,0,933,67,7.18113612004287
"335816","krise","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"335837","fælde","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"335838","tårer","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"335841","højtidelig","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"335851","udslette","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"335861","interessante","J","7",2013,"ind",2,2,933,67,7.18113612004287
"335874","ønsker","J","7",2013,"ind",2,2,933,67,7.18113612004287
"335879","presset","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"335912","stupid","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"335915","dumme","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"335921","dumme","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"335923","bizarre","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"335926","opgive","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"335942","nej","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"335947","trække","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"335963","klar","J","7",2013,"ind",1,1,933,67,7.18113612004287
"335964","advarsel","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"335976","dumme","J","7",2013,"ind",-3,3,933,67,7.18113612004287
"336002","undgå","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"336007","voldtægt","J","7",2013,"ind",-4,4,933,67,7.18113612004287
"336016","voldtægt","J","7",2013,"ind",-4,4,933,67,7.18113612004287
"336072","hurtigt","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336102","opbakning","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336114","tabe","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336131","fremtrædende","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336148","mulighed","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336188","bakkes","J","7",2013,"ind",1,1,933,67,7.18113612004287
"336226","bange","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336235","frygt","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336238","miste","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336262","alene","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"336272","dyrt","J","7",2013,"ind",3,3,933,67,7.18113612004287
"336288","tak","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336291","nægtede","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336293","betale","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"336303","slog","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"336307","kritiserede","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336310","vandt","J","7",2013,"ind",3,3,933,67,7.18113612004287
"336361","trætte","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336365","skingre","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336403","favoriserer","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336408","nej","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"336410","nej","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"336430","bedre","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336440","eminente","J","7",2013,"ind",4,4,933,67,7.18113612004287
"336449","positiv","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336456","venligt","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336516","vinde","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336527","chancer","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336530","vinde","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336537","forkerte","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336545","positive","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336551","appellere","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"336562","nej","J","7",2013,"ind",-1,1,933,67,7.18113612004287
"336575","frygter","J","7",2013,"ind",-2,2,933,67,7.18113612004287
"336599","opbakning","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336615","smil","J","7",2013,"ind",2,2,933,67,7.18113612004287
"336624","oplagt","J","7",2013,"ind",2,2,933,67,7.18113612004287
